"","soundFile","trialnum","condition","random_block_key_resp.rt","random_block_key_resp.keys","structured_block_key_resp.rt","structured_block_key_resp.keys","starget","Run","PartID","ttarget","expName"
"89","pa.wav",377,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"90","da.wav",378,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"91","ta.wav",382,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"92","ti.wav",383,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"93","du.wav",384,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"94","di.wav",388,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"95","ba.wav",389,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"96","pu.wav",390,"S",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"97","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"98","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"99","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"100","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"101","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"102","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"103","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"104","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"105","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"106","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"107","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"108","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"109","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"110","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"111","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"112","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"113","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"114","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"115","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"116","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"117","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"118","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"119","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"120","silence.wav",0,"B",NA,"",NA,"None","bi",2,"f006","1C","auditory"
"121","3B.wav",289,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"122","1B.wav",290,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"123","1C.wav",291,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"124","4C.wav",292,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"125","2A.wav",293,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"126","1B.wav",294,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"127","4A.wav",295,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"128","1A.wav",296,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"129","3C.wav",297,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"130","3A.wav",298,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"131","3C.wav",299,"R",0.0419754427858,"3",NA,"","bi",2,"f006","1C","auditory"
"132","4A.wav",300,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"133","3C.wav",301,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"134","2C.wav",302,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
"135","3A.wav",303,"R",NA,"None",NA,"","bi",2,"f006","1C","auditory"
