"","image","trialnum","condition","l_block_trial_key_resp.rt","l_block_trial_key_resp.keys","v_block_trial_key_resp.rt","v_block_trial_key_resp.keys","ltarget","Run","PartID","vtarget","expName"
"1","Alien4.bmp",145,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"2","Alien5.bmp",146,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"3","Alien6.bmp",147,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"4","Alien10.bmp",148,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"5","Alien11.bmp",149,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"6","Alien12.bmp",150,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"7","Alien4.bmp",151,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"8","Alien5.bmp",152,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"9","Alien6.bmp",153,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"10","Alien7.bmp",154,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"11","Alien8.bmp",155,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"12","Alien9.bmp",156,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"13","Alien1.bmp",157,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"14","Alien2.bmp",158,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"15","Alien3.bmp",159,"S",NA,"",0.43367513112,"3","f_not_false",4,"f005",3,"visual"
"16","Alien4.bmp",160,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"17","Alien5.bmp",161,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"18","Alien6.bmp",162,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"19","Alien7.bmp",163,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"20","Alien8.bmp",164,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"21","Alien9.bmp",165,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"22","Alien1.bmp",166,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"23","Alien2.bmp",167,"S",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
"24","Alien3.bmp",168,"S",NA,"",0.433675984386,"3","f_not_false",4,"f005",3,"visual"
"25","blank.png",0,"B",NA,"",NA,"None","f_not_false",4,"f005",3,"visual"
