"","image","trialnum","condition","l_block_trial_key_resp.rt","l_block_trial_key_resp.keys","v_block_trial_key_resp.rt","v_block_trial_key_resp.keys","ltarget","Run","PartID","vtarget","expName"
"169","Alien1.bmp",157,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"170","Alien2.bmp",158,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"171","Alien3.bmp",159,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"172","Alien4.bmp",160,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"173","Alien5.bmp",161,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"174","Alien6.bmp",162,"S",NA,"",0.350337507436,"3","H",4,"f008",6,"visual"
"175","Alien7.bmp",163,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"176","Alien8.bmp",164,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"177","Alien9.bmp",165,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"178","Alien1.bmp",166,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"179","Alien2.bmp",167,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"180","Alien3.bmp",168,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"181","Alien10.bmp",169,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"182","Alien11.bmp",170,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"183","Alien12.bmp",171,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"184","Alien1.bmp",172,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"185","Alien2.bmp",173,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"186","Alien3.bmp",174,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"187","Alien4.bmp",175,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"188","Alien5.bmp",176,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"189","Alien6.bmp",177,"S",NA,"",0.508658910636,"3","H",4,"f008",6,"visual"
"190","Alien10.bmp",178,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"191","Alien11.bmp",179,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"192","Alien12.bmp",180,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"193","Alien7.bmp",181,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"194","Alien8.bmp",182,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"195","Alien9.bmp",183,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"196","Alien10.bmp",184,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"197","Alien11.bmp",185,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"198","Alien12.bmp",186,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"199","Alien1.bmp",187,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"200","Alien2.bmp",188,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"201","Alien3.bmp",189,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"202","Alien7.bmp",190,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"203","Alien8.bmp",191,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"204","Alien9.bmp",192,"S",NA,"",NA,"None","H",4,"f008",6,"visual"
"205","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"206","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"207","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"208","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"209","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"210","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"211","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"212","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"213","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"214","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"215","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"216","blank.png",0,"B",NA,"",NA,"None","H",4,"f008",6,"visual"
"217","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"218","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"219","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"220","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"221","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"222","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"223","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"224","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"225","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"226","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"227","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"228","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"229","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"230","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"231","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
"232","",NA,"",NA,"",NA,"","H",4,"f008",6,"visual"
